,Story,Sentence,Type
387,“איפה הראש שלי” מאת תמי לבנת מלכה,אני מספיקה לראות את בעלי מלבין מפחד לפני שמפרידים אותי ממנו.,NotDescriptive
388,“איפה הראש שלי” מאת תמי לבנת מלכה,אהבתי את דב. אין לי הסבר הגיוני.,NotDescriptive
389,“איפה הראש שלי” מאת תמי לבנת מלכה,עכשיו היא מלהגת ואני עושה הרבה “כן”,NotDescriptive
390,“איפה הראש שלי” מאת תמי לבנת מלכה,"הרוגע שלו עובר אליי,",NotDescriptive
391,“איפה הראש שלי” מאת תמי לבנת מלכה,לא טרחתי לשמור על שקט.,NotDescriptive
392,“איפה הראש שלי” מאת תמי לבנת מלכה,ואני לוקחת את הטלפון ומצמידה אותו לאוזן ומנהלת שיחה בדויה.,NotDescriptive
393,“איפה הראש שלי” מאת תמי לבנת מלכה,ההווה מחליא.,Descriptive
394,“איפה הראש שלי” מאת תמי לבנת מלכה,"שמוליק דיבר ודיבר, ולא שמעתי דבר ולא הצלחתי לענות.",NotDescriptive
395,“איפה הראש שלי” מאת תמי לבנת מלכה,"הוא אמר: “אל תפחדי בובה קטנה… אה, אה, אה, את חולמת חלום מתוק, אה, אה, אה,ש… נעים, ש… כנועה… אה, אה, אה”.",Descriptive
396,“איפה הראש שלי” מאת תמי לבנת מלכה,"“נו, לא נורא. בשביל הטיפול שלך שווה לחכות.”",Descriptive
397,“איפה הראש שלי” מאת תמי לבנת מלכה,"כי בלילה לא צריך לטשטש באיפור, הכי טוב טבעי.",Descriptive
398,“איפה הראש שלי” מאת תמי לבנת מלכה, חזרתי שוב ושוב על אותה סצנה אחת ויחידה שידעתי לביים.,NotDescriptive
399,“איפה הראש שלי” מאת תמי לבנת מלכה,עזר לי לא להתפרק.,Descriptive
400,“איפה הראש שלי” מאת תמי לבנת מלכה,בחדר השינה שלו עובש עמד באוויר.,NotDescriptive
401,“איפה הראש שלי” מאת תמי לבנת מלכה,בעטתי ברגליי בקצב מונוטוני בניסיון להירגע; המיטה חרקה מהבעיטות והחריקות גרמו להרגשה רעה עוד יותר.,Descriptive
402,“איפה הראש שלי” מאת תמי לבנת מלכה,אני שומעת קולות עמומים. ,Descriptive
403,“איפה הראש שלי” מאת תמי לבנת מלכה,"לא ראיתי את האח הזה יותר, האדמה בלעה אותו.",NotDescriptive
404,“איפה הראש שלי” מאת תמי לבנת מלכה,מדברת בטון הסובלני והמנומס שלי.,Descriptive
405,“איפה הראש שלי” מאת תמי לבנת מלכה,לא אחזיק מעמד,NotDescriptive
406,“איפה הראש שלי” מאת תמי לבנת מלכה,לוותר על הדיכוטומיה. ,NotDescriptive
407,“איפה הראש שלי” מאת תמי לבנת מלכה,"הוא נבהל, ונתן לי הנחיות בטלפון:",NotDescriptive
408,“איפה הראש שלי” מאת תמי לבנת מלכה,הילד שלי קופץ עליי פתאום.,NotDescriptive
409,“איפה הראש שלי” מאת תמי לבנת מלכה,", הניצוץ הכזיב, אני משועממת ונפגעת ושומרת את מחשבותיי בפנים.",Descriptive
410,“איפה הראש שלי” מאת תמי לבנת מלכה,"“תנשמי עמוק, קומי, לכי למטבח ותאכלי משהו… פחמימות, זה מה שאת צריכה עכשיו.”",Descriptive
411,“איפה הראש שלי” מאת תמי לבנת מלכה, אבל הלחץ על המוח גבר.,NotDescriptive
412,“איפה הראש שלי” מאת תמי לבנת מלכה,"התינוק נשלף כמו דבק או פלסטר שנדבק לעור, בזמן שמקלפים אותו מהגוף.",MightDescriptive
413,“איפה הראש שלי” מאת תמי לבנת מלכה,כשחזרנו לחדר במלון ניסיתי לפתות את דב.,NotDescriptive
414,“איפה הראש שלי” מאת תמי לבנת מלכה,למה לא האמנתי לעצמי אז? לא יכולתי לבקש עזרה. הייתי צריכה לסבול ולא התכוונתי לוותר עד שהוא העיף אותי מעליו.,NotDescriptive
415,“איפה הראש שלי” מאת תמי לבנת מלכה,"צריך למצוא מקום להסתיר אותה. אני זקוקה לכסף מזומן. דרכון. אולי בלי מזוודה, רק כסף ודרכון.
",Descriptive
416,“איפה הראש שלי” מאת תמי לבנת מלכה,דב ואני היינו זוג לא רגיל.,NotDescriptive
417,“איפה הראש שלי” מאת תמי לבנת מלכה,אני רוצה לישון ולישון.,NotDescriptive
418,“איפה הראש שלי” מאת תמי לבנת מלכה,אני מלטפת את בטני והנה דפיקות בדלת.,NotDescriptive
419,“איפה הראש שלי” מאת תמי לבנת מלכה,"שוב מחשבה מרושעת: אני אברח, אשאיר את שלושת הילדים האלו לבד.",Descriptive
420,“איפה הראש שלי” מאת תמי לבנת מלכה,"הרמתי את אפי כלפי מעלה בכל הכוח, מתחתי את העיניים כמו “סינית” עד שלא ראיתי דבר.",Descriptive
421,“איפה הראש שלי” מאת תמי לבנת מלכה,"דמה לי שהתנצלתי ואמרתי שאיני חשה בטוב, אני לא בטוחה.",NotDescriptive
422,“איפה הראש שלי” מאת תמי לבנת מלכה,החברים מצטרפים אלינו. ,NotDescriptive
423,“איפה הראש שלי” מאת תמי לבנת מלכה,"ועכשיו היא מלהגת ואני עושה הרבה “כן” עם הראש, ולא שומעת מילה ממה שהשפתיים שלה – הצבועות בסגול – אומרות.",MightDescriptive
424,“איפה הראש שלי” מאת תמי לבנת מלכה,"תני לו עצמאות, תני לו להסתדר לבד. ",NotDescriptive
425,“איפה הראש שלי” מאת תמי לבנת מלכה,נשארה האמא והילד,NotDescriptive
426,“איפה הראש שלי” מאת תמי לבנת מלכה,"והאמא החביבה הזו נכנסת, מתיישבת בחופשיות על הספה.",NotDescriptive
427,“איפה הראש שלי” מאת תמי לבנת מלכה,"היא מתעקשת להביט בעיניי, אני לא מצליחה להתחמק. היא מפחידה אותי. אבל הרחוב הומה אדם, לא יקרה כלום.",NotDescriptive
428,“איפה הראש שלי” מאת תמי לבנת מלכה,"אטמתי את אוזניי וחשבתי על מיי, עוזרת הבית הפיליפינית שעובדת אצלנו.",Descriptive
429,“איפה הראש שלי” מאת תמי לבנת מלכה,אושפזתי למשך שבועיים: רגל שבורה וסדק בצלעות.,NotDescriptive
430,“איפה הראש שלי” מאת תמי לבנת מלכה,"בשהיות הארוכות בחדר פיתחתי את מחלת העצבים, גידלתי אותה בסבלנות.",NotDescriptive
431,“איפה הראש שלי” מאת תמי לבנת מלכה,בלעתי כדור נוסף ולא הצלחתי להירדם.,NotDescriptive
432,“איפה הראש שלי” מאת תמי לבנת מלכה,"אני בעתיד, או בעבר. בשום אופן לא בהווה.",NotDescriptive
433,“איפה הראש שלי” מאת תמי לבנת מלכה,התינוק נשלף,NotDescriptive
434,“איפה הראש שלי” מאת תמי לבנת מלכה,"תלכו ממני, גברים! אלך מכם הרחק אל ארץ טובה נטולת זכריות, זיכרונות, מזכרות, אהבות כזב, זיונים מלוכלכים, זיבולי מוח, זמזומים שלא פוסקים.",Descriptive
435,“איפה הראש שלי” מאת תמי לבנת מלכה,הלב שמסרב להיפתח.,NotDescriptive
436,“איפה הראש שלי” מאת תמי לבנת מלכה,אחר כך יהיה קל יותר.,Descriptive
437,“איפה הראש שלי” מאת תמי לבנת מלכה,אני במקום הנכון אבל לבד.,NotDescriptive
438,“איפה הראש שלי” מאת תמי לבנת מלכה,"אין לך ברירה, הרי לא תשאירי אותו שם.",NotDescriptive
439,“איפה הראש שלי” מאת תמי לבנת מלכה,משקפי שמש. החוצה!,Descriptive
440,“איפה הראש שלי” מאת תמי לבנת מלכה,הרגשתי מחנק.,NotDescriptive
441,“איפה הראש שלי” מאת תמי לבנת מלכה,"שבריר השנייה של ההתנגשות, הדם האוזל ואז נוזל, הרפיון שפושט בגוף ואז שקט נפלא ואיבוד אחריות.",Descriptive
442,“איפה הראש שלי” מאת תמי לבנת מלכה,"מה אני מחפשת? אני שוכחת, אז מוציאה מזוודה.",NotDescriptive
443,“איפה הראש שלי” מאת תמי לבנת מלכה,"אני לא יודעת אם אני בסדר, אני נראית נורמאלית?",Descriptive
444,“איפה הראש שלי” מאת תמי לבנת מלכה,"אני מוכרחה למצוא את וארקה, רק היא תבין אותי, רק אני אבין אותה.",NotDescriptive
445,“איפה הראש שלי” מאת תמי לבנת מלכה,"אני נעלמת במטבח, צריך להכין לה קפה.",NotDescriptive
446,“איפה הראש שלי” מאת תמי לבנת מלכה,"אתנצל שהייתי קשה אמש, פקעת עצבים חסרת סבלנות, ואתפלל שלא גרמתי לו נזק. אני מחלת נפש שעברה בירושה. ",MightDescriptive
447,“איפה הראש שלי” מאת תמי לבנת מלכה,והריחות משתלטים עליי בחוזקה.,NotDescriptive
448,“איפה הראש שלי” מאת תמי לבנת מלכה,אף אחד לא הבין למה אני אוהבת אותו.,NotDescriptive
449,“איפה הראש שלי” מאת תמי לבנת מלכה,"אוי, הם מתוקים כל כך. הם שיחקו יפה ביחד, בכלל לא רבו. הם היו שודדים והפליגו בים ובנו רובוטים והרכיבו פאזלים של חמישים חלקים וראו טלוויזיה ואכלו במבה ואכלו ארוחת ערב והכול ממש מצוין. את רוצה לשתות? כן, קפה? כמה סוכר? בסדר, רק רגע.”",Descriptive
450,“איפה הראש שלי” מאת תמי לבנת מלכה,אחות עוברת על פניי ואני מתחננת אליה שתיתן לי לראות את התינוק שלי. ,NotDescriptive
451,“איפה הראש שלי” מאת תמי לבנת מלכה,"תצאי, תדמייני שאת קצרת רואי, שאת מהורהרת כל כך ולכן לא שמה לב לכל מה שסביב.",Descriptive
452,“איפה הראש שלי” מאת תמי לבנת מלכה,"אני תקועה אתו בטיול הרומנטי הזה, אבל אין שום רומנטיות, ורע לי.",NotDescriptive
453,“איפה הראש שלי” מאת תמי לבנת מלכה,חשבתי על הפסיכיאטר שטיפל בי. ,NotDescriptive
454,“איפה הראש שלי” מאת תמי לבנת מלכה,הוא פיהק ברגעים שרציתי לדבר.,Descriptive
455,“איפה הראש שלי” מאת תמי לבנת מלכה,“אני לא יכולה לאכול.”,Descriptive
456,“איפה הראש שלי” מאת תמי לבנת מלכה,המערכת ריסקה את רוחו.,Descriptive
457,“איפה הראש שלי” מאת תמי לבנת מלכה,מלצר החושק חיכה לי בלובי. ,NotDescriptive
458,“איפה הראש שלי” מאת תמי לבנת מלכה,"עיניי נשארו פעורות, והתפללתי. ",NotDescriptive
459,“איפה הראש שלי” מאת תמי לבנת מלכה,"הוא נושם נשימות עמוקות מבלי שאבקש ממנו, הבל פיו מרחף ישר אל תוך נחיריי.",Descriptive
460,“איפה הראש שלי” מאת תמי לבנת מלכה,תאונת הדרכים משתלטת עליי.,NotDescriptive
461,“איפה הראש שלי” מאת תמי לבנת מלכה, גוף לא יפה ולא מכוער,Descriptive
462,“איפה הראש שלי” מאת תמי לבנת מלכה,כעת הוא מכתיב לנו את מהלכו של אחר הצהריים.,NotDescriptive
463,“איפה הראש שלי” מאת תמי לבנת מלכה,"האחות נעצרת, מביטה בי ואומרת: “תתביישי לך! מה את מתלוננת? הרגע אישה ילדה כאן תינוק מת. תפסיקי להתלונן! תגידי תודה שהתינוק שלך בריא ושלם!” אני רוצה לברוח עם התינוק שלי אבל אני שוכבת ערומה וקפואה, לא יכולה לזוז.",NotDescriptive
464,“איפה הראש שלי” מאת תמי לבנת מלכה,הבית היה מואר מדיי בשעה זו של הבוקר. ,NotDescriptive
465,“איפה הראש שלי” מאת תמי לבנת מלכה,הצלחתי להתלבש במהירות מבלי להסס ולזעוף אל מול ארון הבגדים; לא הצצתי במראה והרגשתי בסדר.,NotDescriptive
466,“איפה הראש שלי” מאת תמי לבנת מלכה,"הוא נבהל, ונתן לי הנחיות בטלפון: “תנשמי עמוק, קומי, לכי למטבח ותאכלי משהו… פחמימות, זה מה שאת צריכה עכשיו.”",MightDescriptive
467,“איפה הראש שלי” מאת תמי לבנת מלכה,הבשר כבר חשוף.,NotDescriptive
468,“איפה הראש שלי” מאת תמי לבנת מלכה,"פקעת עצבים חסרת סבלנות, ואתפלל שלא גרמתי לו נזק.",Descriptive
469,“איפה הראש שלי” מאת תמי לבנת מלכה,"תלכי בראש מורכן, כך לא תצטרכי לחייך לאיש.",Descriptive
470,“איפה הראש שלי” מאת תמי לבנת מלכה,"מבלי לשים לב אני קושרת אותה בכוח רב לפרק ידי. אינני חשה בכאב, ביד המלבינה, בדם האוזל ממנה.",Descriptive
471,“איפה הראש שלי” מאת תמי לבנת מלכה,אני מנשקת אותו מליון נשיקות.,NotDescriptive
472,“איפה הראש שלי” מאת תמי לבנת מלכה,אל תהססי מול תיבת הדואר.,Descriptive
473,“איפה הראש שלי” מאת תמי לבנת מלכה," “טוב, בסדר.”",Descriptive
474,“איפה הראש שלי” מאת תמי לבנת מלכה,הפסקתי.,NotDescriptive
