;Sentence;Type
471;אחר-כך עושים קפה, אוכלים עוגיה, כאילו אין לחץ, רואים ביחד קליפ, מסתלבטים על הזמר, מתחבקים, שרים איתו ביחד בפיזמון. וחזרה למקלון.;Descriptive
472;'ישאר גמד,' כמו שהיתה אומרת.;Descriptive
473;א בטח-שאני-אוהב-אותך מגמגם, אוהב לנצח, כמו באגדות. ;Descriptive
474;בערך בחודש השלישי,;Descriptive
475;'תקפוץ,' צעק לילד מלמטה, 'נראה אותך גבר, יא סחטן.' ;Descriptive
476;האמת, הוא אהב אותה.;NotDescriptive
477;לא יודע,' מילמל, 'שיוולד איזה משהו שלא רציתי בכלל.';NotDescriptive
478;בלילה אחרי זה היה לו חלום שהוא דוחף את החברה שלו במדרגות שתפיל, או שזה לא היה חלום, סתם מחשבה שעברה לו בראש.;NotDescriptive
479;בזמן שהיא בוהה באיזה ויקטור אחד עם שפם שבדיוק גילה למישהי עטופה במגבת שהוא בעצם האבא שלה;Descriptive
480;ככה שכל החלומות יעברו לך מהראש ישר לבטן.;NotDescriptive
481;אם יהיה בן אני אלמד אותו כדורגל, ואם בת, אז, את יודעת מה, גם, לה לא יזיק.;NotDescriptive
482; הוא גם לא זכר בחיים שלו תקופה שישן ככה, ;NotDescriptive
483;הוא עשה כן עם הראש, למרות שלא ממש הבין, אבל הסבתא הגדולה הסבירה: 'חלום זה בעצם רצון חזק.;NotDescriptive
484;הסבתא הגדולה שלו היתה כל-כך זקנה שכבר לא היה נעים לשאול בת כמה היא, ואם היה משהו ששנאה - זה אורחים.;NotDescriptive
485;אבל אביגדור לא היה גמד, הוא היה פוני.;NotDescriptive
486;אבל באמת, לא בטח-שאני-אוהב-אותך מגמגם, אוהב לנצח, כמו באגדות.;NotDescriptive
487;רחמו עלי, בכו, אמרו שלא כדאי לחשוב איך היו קוראים לאח שלי אילו היה לי אח, שרק בעזרת השם הגעתי לאן שהגעתי, שההורים שלי חולירות.;Descriptive
488;חזר לַצחוק שלו בחשק רב, כאילו אינו מוכן לוותר על מה שזימנו לו החיים באותו רגע.;Descriptive
489; לא היו לי הוכחות פרט לַפמפום שפקד את גופי, והייתי ממש על הסף, אבל לא כל אחד יכול להרשות לעצמו שבר נפשי, ובודאי שלא אנה פרנק.;NotDescriptive
490;הגיעו הדברים לידי כך שנשבעתי לעצמי שבבוא היום אשנה את שמי.;NotDescriptive
491;היה ערב בעיר הערבית.;Descriptive
492;והוא מת.;NotDescriptive
493;הוא הרצין לשנייה אחת וחזר לַצחוק שלו ;NotDescriptive
494;הוא התחיל לצחוק למשמע שמי. לראשונה בחיי.;NotDescriptive
495;אז, הוא, וקרוב לודאי גם זה שמעבר לקו, התפקעו מצחוק ודן הזמין אותו להיווכח במו עיניו.;NotDescriptive
496;לפחות לא מיד. ;NotDescriptive
497;כשהתקשר אליו חבר שמעתי אותו מספר שאנחנו יושבים על הגזוזטרה וסועדים את נשמותינו בתבשיל הזנב המהמם שהכין במו ידיו.;NotDescriptive
498;'זה יכול להסביר הרבה דברים,' הוא ענה. 'ואיך קוראים לך?';NotDescriptive
499;"כך התוודעתי מעט לחברים של דן בן-אמוץ, שבאו להתרשם.";NotDescriptive
500;הוא לא התקשר יותר ולא קבע איתי במקומות.;NotDescriptive
501;אמרתי: 'נעים גם לי מאד. לא שמעתי עליך. אני לא מהגוש'.;NotDescriptive
502;בגיל חמש לא הבנתי מדוע מרכיבים הורי משקפי שמש בביתה החשוך של אנה פרנק, ולא רק הם, כל המבוגרים שהביאו את ילדיהם לשם.;NotDescriptive
503;קוראים לי אנה פרנק.;NotDescriptive
504;יום אחד;NotDescriptive
505;"""עם אנה פרנק... כן, בחיי'.";Descriptive
506;כשהתקשרתי אני, ענו לי החברים שהוא חולה ולא נתנו לי לדבר איתו.;NotDescriptive
507;אני לא אנה של היומן אבל בהחלט נקראתי על שמה מהסיבות הרגילות ובגיל חמש נלקחתי לאמסטרדם כדי לבקר במחבוא שלה ושל בני-משפחתה.;NotDescriptive
508;בסופו של דבר, אחרי כמה שבועות של שוטטויות ימינה שמאלה, ונישוקים, הביאה אותי המונית אל ביתו המאוד יפה ביפו המאוד יפה. ;NotDescriptive
509;חתיכת חרוז, אמרתי לו בהתפעלות. ;NotDescriptive
510;חיפשתי את ספריו בחנויות ספרים. הספרים נעלמו.;NotDescriptive
511;מתוך געגוע, נוסטלגיה או השד יודע מה, ;Descriptive
512;לא חזרתי לדירתי השכורה.;NotDescriptive
513;הוא הרצין לשנייה אחת וחזר לַצחוק שלו בחשק רב, כאילו אינו מוכן לוותר על מה שזימנו לו החיים באותו רגע. ;NotDescriptive
514;הגלבייה הלבנה שלו היתה פתוחה בחלקה העליון והבחנתי בפספּוס על חזהו, פספוס שנראה כמו ריצ'רץ'.;NotDescriptive
515;הוא טפח בעדינות על גבי העליון והתיישב לידי.;NotDescriptive
516;הם התחילו לטפל בו, להטיס אותו לארצות אחרות ולשדך אותו לטובי המומחים.;NotDescriptive
517;הוא אמר, 'על אמא שלך, על אבא שלך, על הדוד שלך. עלייך. הכלהכלהכל'.;Descriptive
518;חיכיתי לרגע. אולם אירוע מסוים בחיי השפיע עלי בדרך זו או אחרת ולכן עדיין קוראים לי אנה פרנק.;NotDescriptive
519;למחרת בבוקר, אחרי הקפה, חשבתי ללכת הביתה, כולי חיוך אחד גדול, אבל דן ( 'אנה, קראי לי דן' ) חזר בדיוק הביתה עם הרבה שקיות ונכנס למטבח.;NotDescriptive
520;אני רוצה לדעת הכל';NotDescriptive
521;הם נתנו בי מבט שגרם לי להרכין ראש.;NotDescriptive
522;'אנה פרנק'.;NotDescriptive
523;"אז שכחתי את מה שזכרתי, הקמתי משפחה, וברחתי קדימה.
";NotDescriptive
524;בהתעלם מהנסיבות שהביאו את משפחת פרנק להסתגר שם, המחבוא נראה סימפטי, ואמסטרדם הסבירה פנים.;Descriptive
525;הלכתי לראות את הבית שלו. ;NotDescriptive
526;שתינו קצת יין ופטפטנו.;Descriptive
527;אין ספק שהשם שלי בעייתי.;NotDescriptive
528;הוא לא עשה רושם שהוא רוצה להיכנס לזה. ;NotDescriptive
529;שאלתי, אבל הוא חייך חיוך עייף, ואמר שהוא צריך לנוח. הוא הזמין לי מונית ונפרדנו לשלום.;NotDescriptive
530;ויום אחד, מתוך געגוע, נוסטלגיה או השד יודע מה, הלכתי לראות את הבית שלו.;NotDescriptive
531;אבל הגוף הזה, שערוריה,;Descriptive
532;הוא רצה קירבהרוךנשימות, כמו כולנו, ולאט לאט רכן אלי והתחיל לסעוד אותי בעדינות מענגת, מופלאה, מופתית.;Descriptive
533;גם כשהעניקו לי תושבות כבוד, וכל המבקרים מחאו כפיים, הם לא הסירו את משקפיהם והילדים לא השתובבו.;NotDescriptive
534;אמרתי לו, 'בחיי, נו. אנה פרנק'.;NotDescriptive
535;מאוחר יותר הוא ביקש את מספר הטלפון שלי ובימים הבאים התקשר, שלח מוניות, קבע איתי במקומות, ואני, שתגובתו יצרה בי תחושה נדירה של קבלה, נעניתי, נסעתי, והסכמתי להתקרב.;NotDescriptive
536;"הייתי במסעדה בתל-אביב, ניגש אליי איש בגלבייה לבנה ואמר: 'נעים מאד, קוראים לי דן בן-אמוץ, שמעת עלי?'";NotDescriptive
537;אמרתי לו, 'מר בן-אמוץ, תרשה לי להראות לך משהו'. הוצאתי את תעודת הזהות שלי מהתיק והראיתי לו.;NotDescriptive
538;מאז ומתמיד היו לכך תגובות קשות.;NotDescriptive
539;הבית לא היה.;NotDescriptive
540;"הוא המשיך לצחוק ואמר, 'מצוין, מצוין'.";NotDescriptive
541; התקשר, שלח מוניות, קבע איתי במקומות, ;Descriptive
542;נשארתי אצלו ואכלתי כל מה שבישל.;NotDescriptive
543;שאלתי אנשים מהגוש, שכנים, מכולת, ים, ירקות, מה קורה.;Descriptive
544;גופי הבקיע קולות שגוף מבקיע כשנחמדים אליו, היישר אל תוך חלל הבית, ובין הקשתות של יפו זה נשמע כמו שירה.;Descriptive
545; ניתוח- לב- פתוח, הוא אמר לי בשעה שספרתי את הפסים.;NotDescriptive
546;'יש לי סרטן', הוא אמר לי בפתאומיות אחרי כמה ימים. 'רוצה לפתן?';NotDescriptive
547;הזמן חלף, ובכל פעם שנזכרתי בַּאיש עבר בי פמפום.;NotDescriptive
548;זה קרה לפני כמה שנים. ;NotDescriptive
549;אבל הגוף הזה, שערוריה, והוא מת.;Descriptive
550;התיישבה על המיטה וסירבה להאמין שככה נגמר הריב ביניהם אתמול.;NotDescriptive
551;זיכרון של ריח האספלט הטרי עדיין גורם לה להתרגש כל פעם מחדש.;Descriptive
552;אם יחליט לשתות או אולי לוותר ולהצטרף אליה, לשבת לידה ולשתוק ביחד, כמו פעם.;Descriptive
553;היא ישבה על יד שולחן גבוה;NotDescriptive
554;אימא שלה חלתה באלצהיימר, לה היה גשר בכיס, ואבא שלה לקח את האוטו ועזב את הבית.;NotDescriptive
555;בלהט של הרגע היא צעקה לו מהחדר שתעזוב עוד באותו היום, כי חבל לדחות את הקץ.;NotDescriptive
556;היא לא נהגה לעשן בצרורות, אבל בגלל שלא יכלה לשתות כי הייתה צריכה לנהוג חזרה, הרגישה צורך למלא את החלל הריק שנפער בינה לבין החברה שסבבה אותה.;NotDescriptive
557;שאולי זה יעשה לה טוב, ואולי העיר הזאת קטנה מדי בשבילה ובשביל הגשר.;NotDescriptive
558;רק ברגע שעברה את הסלקטור הקשוח בכניסה הצליחה לנשום לרווחה.;NotDescriptive
559;החברים שלו לקחו את הדברים שלהם ועזבו מיד כשראו שנוכחותם אינה רצויה עוד.;NotDescriptive
560;כיווצה את שפתיה, וברגע שבאה לזוז מהטלוויזיה שלפה את הגשר מתוך הכיס במהירות.;NotDescriptive
561; הסיגריה גרמה לה לסחרחורת בתערובת של בחילה, אבל לא כיבתה אותה.;Descriptive
562;נזכרה בשתיקות שלו ובדרך התמציתית שלו לתאר דברים.;NotDescriptive
563;פעם שאלה אותו אם היה אומר את אותו הדבר גם על גשר, אם מי שבנה אותו השקיע את מיטב מאמציו, אבל זה לא היה מספיק טוב והגשר התמוטט.;NotDescriptive
564;שהיו עליו מספר צ’ייסרים של ערק ופלחי לימון משומשים.;Descriptive
565;היא הייתה חדורת מוטיבציה והכינה לשניהם שתי כוסות נס קפה על חלב ופרוסת לחם עם שוקולד.;Descriptive
566;גשר היה מואר כמו תמיד, רק שהפעם האורות סנוורו את עיניה עד שבקושי יכלה לראות את הדרך.;NotDescriptive
567;הצליחה לאסוף את רובם, חלקם השאירה בדירה, לא ראתה טעם לחזור במיוחד כדי לקחת אותם.;NotDescriptive
568;חשבה ללכת לשאול אותו אבל וויתרה על הרעיון הזה ברגע שעלה במוחה.;NotDescriptive
569;רצתה להספיק לסיים כמה דברים, והשעה הייתה כבר מאוחרת.;NotDescriptive
570;שרירי גופה רעדו בניגוד לרצונה, והרגישה איך הברכיים מתחילות להיחלש ולבגוד בה.;NotDescriptive
571;היא התקדמה לכיוון המכונית בצעדים נמהרים;NotDescriptive
572;נועה טרקה מאחוריה את הדלת.;Descriptive
573;לא ידעה איך לענות לשאלה הזאת.;NotDescriptive
574;הבאמפר בכניסה אליו תמיד הפתיע אותה, כל פעם היה נדמה לה שהוא צומח בעוד מספר סנטימטרים.;NotDescriptive
575;היא הכניסה אותו חזרה לכיס והלכה לסלון לאכול את מה שהכינה.;NotDescriptive
576;מספיק טוב לא הספיק לה.;NotDescriptive
577;האמת ששנאה את הנוכחות שלו.;NotDescriptive
578;הסיגריה שרפה בקצות אצבעותיה וגרמה לה לחזור למציאות.;NotDescriptive
579;היא כיבתה אותה, או מה שנשאר מהבדל השרוף.;Descriptive
580;נועה הדליקה סיגריה נוספת והצטערה עליה.;NotDescriptive
581;אחרי שגמרה אותה נכנסה להתקלח.;NotDescriptive
582;אולי לומר שהכינה לו, אבל ידעה שזה לא אמין, הם לא היו מסוג השותפים האלה שעושים אחד בשביל השני.;NotDescriptive
583;קבוקי בירה ריקים היו מפוזרים בכל פינה, בדלי סיגריות על הרצפה ובתוך העציצים והכיור היה מלא בכלים מלוכלכים.;Descriptive
584;כבר דמיינה איך היא מכניסה את המפתח למנעול הדלת ואת הקליק המתכתי שנותן לה תחושה של בית.;NotDescriptive
585;אבל כשהגיעה לסופו מצאה את עצמה כבר בתוך המיטה המחממת לבושה בפיג’מה, והגשר לידה כאילו מחכה שתכסה אותו, או שתחזיר אותו למקומו הטבעי.;Descriptive
586;היא ישבה על יד שולחן גבוה שהיו עליו מספר צ’ייסרים של ערק ופלחי לימון משומשים.;Descriptive
587;הם הסתפקו בפרוסה אחת, היא תאכל את הקצוות והוא את החלק הרך.;NotDescriptive
588;"היא עצרה בפתח של הבניין, הדליקה סיגריה, פשפשה בכיס המכנסים והוציאה את הגשר הפרטי שלה. ופרשה אותו לכל אורכו של הרחוב.
";NotDescriptive
589;ביציאה מהגשר היה באמפר קטן, שתמיד נראה לה שמתכווץ בכל פעם שעלתה עליו.;Descriptive
590;נועה הסתכלה עליו והמתינה, חיכתה להתנצלות שאף פעם לא תגיע.;NotDescriptive
591;ראות איך האש מחליפה צבעים כשעשן כהה עולה ממנה;Descriptive
592;" ואז היא הרגישה אותו בקצות אצבעותיה ותחושת ניצחון עלתה בה, הדליקה פנסים ופרסה אותו לפניה בתחושת גאווה של לוחמים.";NotDescriptive
593;לא תיארה לעצמה שככה ירגיש הצעד האחרון שתעשה מפתח דירתה, כאילו היא נוהגת בכביש מהיר כשרמזור אדום מופיע לפניה.;Descriptive
594;אבל תמיד ידעה שהגשר יהיה שם בשבילה, יתקפל כמו אולר ויפתח כמו מצנח מתי שרק תבחר לשלוף אותו החוצה.;NotDescriptive
595;שניר התקרב לשולחן, הרים את אחת הכוסות והריח כדי לוודא מה מסתתר בתוך מעטפת המשקה השקוף.;NotDescriptive
596;ועה הוציאה במהירות מהתיק את קופסת הסיגריות הכחולה ושלפה מתוכה סיגריה דקיקה.;NotDescriptive
597;אז שמעה את הקליק המתכתי כשנעלה אחריה את הדלת המתפוררת, ודמיינה את הינף ידו של אביה שהייתה שם לרגע ומיד נעלמה.;NotDescriptive
598;הסלון היה אפוף עשן סיגריות והיא התחילה להרגיש איך תחושת הבחילה מזדחלת לה שוב.;NotDescriptive
599;היה כמו אות אזהרה שסימן לה שתתכונן כי הגיעה ליעד.;NotDescriptive
600;היא נשארה לשבת בסלון מספר דקות נוספות לאחר שגמרה את הקפה, וניסתה להיזכר איך המריבה שלהם מלילה קודם נגמרה.;NotDescriptive
601;מבחינתה הבית היה יכול לעלות באש ולהישרף מהעולם הזה.;NotDescriptive
602;בחרה בדרך הקלה ואמרה לו שהיא עוזבת.;NotDescriptive
603;נועה הייתה מבולבלת, לא זכרה שאמרה דבר כזה, אבל גם לא ביטלה את הרעיון.;NotDescriptive
604;היא כיבתה אותה;NotDescriptive
605;לפעמים הרגישה שהוא עושה לה דווקא, כאילו מתחמק בכוונה מאחיזתה בו.;Descriptive
606;האמת, היא הייתה נהנית מהמחזה המרהיב שהיה יכול להתגלות מול עיניה.;Descriptive
607;ירדה במדרגות לאט, מדרגה-מדרגה, תוך כדי שחשבה לאן תלך ואיפה תישן.;Descriptive
608;ניסו לגרום לה להבין שגשר לא יכול להיכנס לכיס.;NotDescriptive
609;גידו ישב בסלון עם ארבעה חברים, צפו במשחק כדורסל כאילו רואים סרט בקולנוע.;NotDescriptive
610;היא טרקה את הדלת אחריה, ולפני שהתפנתה לעשות דבר נוסף, פתחה את תריס החלון הקטן.;NotDescriptive
611;למעשה חשבה על זה כמה פעמים בעבר, אבל לא רצתה לתת לו את הסיפוק בלגרום לה לעזוב את הדירה לפניו.;NotDescriptive
612;"בסיבוב האחרון שעשתה לקחה את אחת הבובות של גידו, איזו מפלצת ירוקה עם גלימה לבנה, היא הייתה האהובה עליו.";NotDescriptive
613;אבל אחרי שעברה אותו ראתה את האורות המרצדים בצדיי הכביש הצר, שמיועדים רק לה.;Descriptive
614;היא מיהרה להתלבש ולהתארגן.;NotDescriptive
615;הם שלחו אותה לבדיקה, להסתכלות, לשיחות על בסיס שבועי ונתנו לה כדורים.;NotDescriptive
616;הסתובבה ונכנסה לחדרה, ומיד סגרה את הדלת. ;NotDescriptive
617;היא הרגישה כמו בת אצולה כשנסעה על הגשר הפרטי שלה, עוקפת פקקים ורמזורים אדומים, פניות מסובכות ואנשים שחוצים.;Descriptive
618;אספה את חפציה כדי להיפרד מחבריה, שהמשיכו לחגוג את הערב ללא תחתית.;NotDescriptive
619;היא הייתה תמימה אז, לא האמינה שגשר יכול להרוס משפחה.;Descriptive
620;כמו פעם, בבית הוריה, כשחשבה שהעולם מושלם ומשפחה זה לנצח. ;Descriptive
621;הוציאה את התיק מהארון ודחסה לתוכו את רוב הבגדים. ;NotDescriptive
622;כאילו עשה התערבות עם עצמו תוך כמה זמן יוכל לגרום לה לעזוב את הדירה כדי שיוכל להשתלט עליה עם דמויות מלחמת הכוכבים שאהב לפזר בכל מקום.;NotDescriptive
623;הכירה אותו טוב מספיק בשביל לדעת שהוא יכול להישאר ככה שעות ולחכות עד שהיא תתפרץ עליו.;NotDescriptive
624;חייכה אליו חיוך עקום ובחנה מה יהיה הצעד הבא שלו.;NotDescriptive
625;ד אחת על ההגה, השנייה מפשפשת בתוך הכיס של הג’ינס למצוא אותו.;Descriptive
626;האופן שבו הוא היה מדבר על ספרים וסרטים, כאילו מי שיצר אותם השקיע בהם את כל החיים שלו.;NotDescriptive
627;בקושי הספיקה להדליק אותה מהסיגריה שעישנה לפניה, קירבה סיגריה מול סיגריה.;NotDescriptive
628;"היא החזירה את הגשר לכיס במיומנות, כמו אלופת הארץ בהכנסת גשרים לתוך חללים דחוסים. נעלה את הרכב ונכנסה לדירתה.";NotDescriptive
629;הוא חייך אליה חזרה ומיד רוקן את תכולת הכוס לתוך פיו, בלי לומר מילה, התרחק מהשולחן וממנה.;NotDescriptive
630;אפילו חניה לא הייתה צריכה לחפש.;NotDescriptive
631;שוב הייתה על הדרך המהירה לפתרון כל בעיה שנקרתה בדרכה.;NotDescriptive
632;דבר לא הפריע לה לנסוע בנתיב היחיד שהיה שמור רק לה.;NotDescriptive
633;כשחזרה לחדר ראתה שהוא כבר מקופל ומוכן לכל צעד ולכל דרך שבה תבחר ללכת.;NotDescriptive
634;ובגלל זה גם הרגיש שהוא לא יכול להקניט או לפסול דבר.;NotDescriptive
635;היא שנאה לריב אתו.;NotDescriptive
636;הווליום היה בלתי נסבל. ;Descriptive
637;היא לא אמרה לו כלום.;NotDescriptive
638;בבוקר כשקמה מהמיטה ראתה אותו שוכב לידה בתנוחה עוברית.;NotDescriptive
639;היא מיהרה לתפוס במעקה ולהסדיר את הנשימה בקצב אחיד.;NotDescriptive
640;איך תיאוריו תמיד נעו בין “בסדר, טוב ומספיק טוב,” בטענה שאין מה להרחיב מעבר. ;NotDescriptive
641;היא זכרה את הפעם הראשונה שראתה אותו כאילו זה קרה לפני יומיים.;NotDescriptive
642;היא שמעה את הקליק של דלת המכונית וחיוך חמוץ-מתוק עלה על שפתיה.;NotDescriptive
643;היא ויתרה לו.;NotDescriptive
644;ושידאג לעצמו, כי תשלם רק עד סוף אותו החודש;NotDescriptive
645;ליטפה לו את הראש בעדינות שלא יתעורר, ניקתה קצת את האבק, החליפה את הנורות וחידשה את הצבע בשוליים.;Descriptive
646;אבל שותפים לא חייבים לאהוב, זה לפחות מה שהייתה אומרת לעצמה בכל פעם שעשה משהו שהרגיז אותה.;NotDescriptive
647;או מה שנשאר מהבדל השרוף.;Descriptive
648;היא הרגישה תלושה מהמציאות, תלויה באוויר.;Descriptive
649;הדליקה סיגריה.;Descriptive
650;לא יכלה לדמיין איך הייתה מסתדרת בלי הגשר בחייה. ;Descriptive
651;אך לשווא, לא זכרה דבר מהרגע בו נכנסה לגשר ועד הרגע שיצאה ממנו חזרה למיטתה.;NotDescriptive
652;אמרה לעצמה היא לא תזוז עד שהוא יגיד משהו, אבל מצד שני היא גם לא ציפתה ממנו שידבר.;NotDescriptive
653;"איך שהייתה יורדת מהגשר, הרכב כבר היה על “פארקינג”, חונה בין שתי מכוניות בזווית מושלמת.";Descriptive
654;הייתה יכולה להגיד שבשבילה, אבל הוא יודע שהיא לא תכין לעצמה יותר מקפה אחד.;NotDescriptive
655;יה נדמה לה שהוא עושה את זה בכוונה, כאילו בוחן את רמת הסיבולת שלה אליו.;NotDescriptive
656;נכנסה לרכב והצליחה להתניע רק בפעם השנייה.;NotDescriptive
657;היא אף פעם לא ניסתה להשתמש בו במצבים כאלה.;NotDescriptive
658; ואיך לא שמה לב שהחיים שלה נמצאים בדרך המהירה לכביש ללא מוצא כשסיפרה בפעם הראשונה על הגשר שהיא שומרת בכיס.;NotDescriptive
659;הוא הנמיך את הטלוויזיה בפנים מחויכות, כאילו כבר צופה את המריבה שהתקרבה אליהם.;NotDescriptive
660;היא ניסתה להרגיע את עצמה, לומר בלב ששום דבר לא שווה את העצבים שלה.;NotDescriptive
661;אני מורחת את גופה ;NotDescriptive
662;מערכת החינוך מסוכנת.;NotDescriptive
663;ריכזתי את כל הזעם שאספתי במשך שנים. זה לא עזר.;Descriptive
664;הו הגיון בריא! זהו יצר הישרדות! זו היכולת המופלאה להוציא את הטוב מהרע.;Descriptive
665;עכשיו היא מצפה שאני אשעשע אותה.;NotDescriptive
666;היא אומרת: “אני מרחפת”, וגם: “אני מרגישה חדשה”. ;Descriptive
667;לא אתחמק מהגננת, אחייך אליה.;NotDescriptive
668;גוף שלא אומר מאום.;Descriptive
669;ככה זה כשאוהבים.;Descriptive
670;הגיעה לקיצה האחריות להיום, תכף אהיה לבד.;NotDescriptive
671;פקעת עצבים חסרת סבלנות,;Descriptive
672;שוב צלצול בדלת.;NotDescriptive
673;אבל אני תמיד נתקלת בכל המטורפים בהליכת שש הדקות.;NotDescriptive
674;אבל המחשבות בשלהן, בורחות. משהו לא בסדר.;NotDescriptive
675;בתום הטיפול רותי משאירה לי טיפ של חמישים שקלים, בנוסף לתשלום הרגיל.;NotDescriptive
676;נשארה האמא והילד, והיא שותה את הקפה שלה לאט-לאט. היא שותה את הקפה שלה לאט כל כך שאין לי ברירה. ;Descriptive
677;לא ידעתי איפה אני מתחילה והיכן אני נגמרת. לא ידעתי לחיות מחוץ למערה של דב.;Descriptive
678;"בעטתי ברגליי בקצב מונוטוני בניסיון להירגע; המיטה חרקה מהבעיטות והחריקות גרמו להרגשה רעה עוד יותר";Descriptive
679;הזכרתי לעצמי שאני מוכרחה ללכת ל”בית הטבע” כדי לחדש את מלאי השמנים לפני שרותי תגיע היום לטיפול שלה.;NotDescriptive
680;ברגע ששמעתי את קולו פרצתי בבכי.;NotDescriptive
681;הן מאולפות, ממושמעות.;Descriptive
682;הוא מנגב את הנשיקות שלי בגב כף ידו.;NotDescriptive
683;נקניקיות צפות בתוך מים בתוך הסיר.;NotDescriptive
684;לוקחים אותי לחדר ניתוח.;NotDescriptive
685;חטפתי במהירות את השמנים הראשונים שנתקלתי בהם, ביקשתי שיוסיפו לחשבון וברחתי משם.;NotDescriptive
686;אני נכנסת לחדר של בני, לוקחת את דובי תכלת האהוב שלו ומלטפת אותו. אני לא אתפרק.;NotDescriptive
687;ידעתי שזה מטופש לשבת כך, בדיוק כפי שידעתי כשישבתי עם דב בבתי הקפה באירופה.;NotDescriptive
688;עלייך לתקן את מאזן הכוחות.;NotDescriptive
689;נשימות עמוקות, תתרכזי רק בנשימות.;Descriptive
690;החזקתי את התיק שלי כמו שמרימים תינוק ורצתי הביתה.;NotDescriptive
691;שילך לעזאזל, שיחשוב שאני משוגעת.;NotDescriptive
692;“אמא, אח, את מכאיבה לי חזק מידי.”;Descriptive
693;אמא תמיד אומרת שאפשר להסיר כל לכלוך.;NotDescriptive
694;אני רוצה לישון ולישון.;Descriptive
695;דב מדבר שטויות, והוא כל כך מטומטם שמתחשק לי למות.;Descriptive
696;בנשימה העמוקה השלישית הגוף החל לצוף, להרגיש נינוח.;Descriptive
697;בנשימה העמוקה השלישית הגוף החל לצוף, להרגיש נינוח.;NotDescriptive
698;חסרת גבולות, טעיתי להאמין שדב הוא חלק ממני או שאני חלק ממנו. ;NotDescriptive
699;בלעתי כדור שינה ולא הצלחתי להירדם. ;NotDescriptive
700;חרא! רותי, היא פה! לא הכנתי את מיטת הטיפולים.;NotDescriptive
701;מתחתי את הלחיים חזק עד שהרגשתי ששפתיי עומדות להיקרע. הפסקתי. הרמתי את אפי כלפי מעלה בכל הכוח, מתחתי את העיניים כמו “סינית” עד שלא ראיתי דבר.;Descriptive
702;חסרת אחריות, לא דוגמה ולא מופת.;Descriptive
703;הסכנה חלפה. נותרו עוד עשרים וחמש דקות.;NotDescriptive
704;על אישה מגעילה: יולדת שהתעקשה לא לעשות חוקן, ואז היא חרבנה להם על המיטה ועל הרופא. קר לי.;Descriptive
705;זה רק כימיה במוח, איזה קצר קטן, זה תכף יעבור, את לא תתקעי כך לנצח.;Descriptive
706;בדקי שאין סימנים על גופו, שהיום עבר בשלום.;NotDescriptive
707;התקלחתי כי ידעתי שדב רגיש לריחות, והוא יזהה מייד כל ריח שהוא לא שלו או שלי.;NotDescriptive
708;הפכתי למטפלת מומחית בהילינג.;NotDescriptive
709; לא! מסטיק לא הולך יחד עם טיפול.;Descriptive
710; חזרתי למיטה בתקווה להירדם. פחדתי שאם אצליח, לא אתעורר בזמן לטיפול של רותי בשעה אחת בצהריים.;NotDescriptive
711;לא לתת לה הזדמנות להשחיל מילה.;NotDescriptive
712;בחרתי עבורו בגדים, הכנתי לו שוקו.;NotDescriptive
713;ואני לומדת להיות רוחנית מבלי שהרוח תישוב עליי.;NotDescriptive
714;נועלת את מחשבותיי.;NotDescriptive
715;הייתי רוצה להחזיק אקדח טעון בין הבטן למכנסיים ולשלוף אותו ברגע הזה שאנשים עוברים את הגבול.;NotDescriptive
716;לעשות את מה שאני צריכה לעשות;Descriptive
717;כמו דבק או פלסטר שנדבק לעור, בזמן שמקלפים אותו מהגוף.;Descriptive
718;עברתי בין החלונות הרבים והגפתי אותם.;NotDescriptive
719;הטרחן הזה, הוא לא מרפה.;Descriptive
720;"אני אשכב לצידו במיטה ואקווה שיירדם מהר כדי ששוב אוכל להיות עם עצמי; חסרת אחריות, לא דוגמה ולא מופת";NotDescriptive
721;נאמנה וחדורת מטרה. ;NotDescriptive
722;תבוננתי על הכול בשידור חי.;NotDescriptive
723; פס קפוא ומאלחש נמרח על בטני וגופי חש בתלישה.;Descriptive
724;השכן סובב את גבו והלך.;NotDescriptive
725;מתחת לשמיכות יש צינור שמזרים רוח חמה, אבל אני לא מפשירה.;Descriptive
726; אני מוכרחה להחזיק מעמד שש וחצי דקות.;NotDescriptive
727;עוד שעה מגיעה גברת רותי לטיפול הילינג ועיסוי כפות רגליים, תחזרי להיות בן אדם!;NotDescriptive
728; תלכו ממני, גברים! אלך מכם הרחק אל ארץ טובה נטולת זכריות, זיכרונות, מזכרות, אהבות כזב, זיונים מלוכלכים, זיבולי מוח, זמזומים שלא פוסקים.;Descriptive
729;אסור שמישהו יגלה את סבלי.;NotDescriptive
730;לא אצליח לקשקש עוד הרבה.;NotDescriptive
731;סוף לאחיזה במציאות.;Descriptive
732;לא נעלבתי מהפקידה, גם לא מהשומר בכניסה ולא רבתי עם אף אחד, הייתי אדיבה ומנומסת.;Descriptive
733;שרנו שירים, המצאנו חרוזים מצחיקים וליטפנו את כל הכלבים שחלפו על פנינו.;Descriptive
734;הרגשתי שאני כבר לא נורמאלית.;NotDescriptive
735;ביהירותי האמנתי שאוכל לפתוח את לבו ולרפא אותו. ;NotDescriptive
736;, שרנו שירים, המצאנו חרוזים מצחיקים וליטפנו את כל הכלבים שחלפו על פנינו.;Descriptive
